,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02
1101.TW,0.0009889838019826113,0.0008020772850002107,0.0013451355332283915,0.0003500617146499065,0.004089258518099361,0.0013245703028588658,0.0007308957428108695,0.001497490525489088,0.003475684586871049,0.0006973464295475783,0.0002983615097689561,0.0002443465318786125,0.0002306440255214253,0.0002518192236609168,0.0007043316984897112,0.008952082266852249,0.00597755925100807,0.0014561675512044625,0.0015041690962590013,0.0003977348340249727,0.0017234885006208022,0.005619872206770681,0.005261824261563058,0.0009083518259723784,0.0006025926875527618,0.002794362104806825,0.002412483448248305,0.0009007261396913235,0.005612809767069057,0.0024699670989688687,0.0014140807125180295,0.0007987204170133401,0.005096341174828675,0.004440968659829141,0.0012164892483512958,0.0020044447869587015,0.00043599613229249187,0.0019787155995941792,0.0010077439289224738,0.0009676501491224279,0.0028301230776730706,0.012074458694996659,0.0008016172822030228,0.0015548404620368793,0.0008285632210232089,0.0013336952343139651,0.019040297587071837,0.003910894274545622,0.0009534925162667609,0.0008783698877972219,0.0007924013028769481,0.0023339864118000378,0.0024184839463240394,0.0014761782615137459,0.0024282722390199345,0.0013033632888222672,0.0010696087306619707,0.003272309005491049,0.005131560813375955,0.0006446938792308885,0.0014832078670609901,0.0028152070850988396
1216.TW,0.003953322017808013,0.0020206734642560726,0.0003453273630385341,0.00030555025453014677,0.0007769656178624445,0.0026811048721682353,0.002327504699890913,0.00014256733281261635,0.0010204745350559123,0.00042934238338194,0.0008342117879608586,0.0003924737548884913,0.0014087524814327661,0.00026837581927476197,0.00021584818388871853,0.004737373389644279,0.0030834147085703582,0.00048554282740180516,0.0006202907364861843,0.0007433098474124182,0.002234192103764968,0.005313344957699624,0.00276016519924757,0.002317060225315197,0.0004939721568005406,0.00028411177759611454,0.0002973030812417832,0.000545125072958545,0.0008831798033032872,0.0006264511582342726,0.0005226869307946525,9.64478189807597e-05,0.0009987724617790384,0.0005175431027900375,0.00026121358409380045,0.00016505575653869063,0.00013941618549735932,7.823414823757591e-05,0.0011215738896122307,0.0004903926508254794,0.0002554144933996359,0.0006651260686675209,0.0003755022862512561,0.0007731171596248093,0.0007188021200333497,0.0008750147149962802,0.0009831471257596921,0.0002455303216240885,0.00026490464840424024,0.00019451492819281472,0.0001343899370787222,0.0004693072226698671,0.00015841798057869252,0.0004498708244405192,0.0007688130677273501,0.0016228802245671365,0.0005427538825827143,0.000845289448183989,0.0004061058668711065,0.0008159958070524351,0.0006996344634709785,0.0016133696074012505
1301.TW,0.0013492450419721135,0.0005319592930227709,0.0003067318772078411,0.000313217730156607,0.0007681056194845864,0.0005880295872432018,0.0010172196307215505,0.0026550544661442166,0.008148153647964214,0.0009259765319202057,0.0002690396099924867,0.00031791483797200855,0.0001749751437190299,0.0007146371581012259,0.002472310068428314,0.017759843067136127,0.013012303587312628,0.002590058610654787,0.0004062767307622188,0.002794840448803141,0.001920318307479599,0.0007005883819078718,0.0002922351921076167,0.00278652702268097,0.002785877573195598,0.002329572201540756,0.003048059296972605,0.001769637502098468,0.0013568409852907977,0.007637387342935687,0.0014847908034225225,0.0019766083654718923,0.0010355790849736995,0.00149578176785042,0.0038846880855079777,0.010529248785071771,0.00458076409833957,0.0054434151472832,0.007911423401280324,0.001097105912147977,0.0002188949926327155,0.00097409180922163,0.0003728128659772013,0.006221140518433611,0.001200901460115476,0.0032194822752321327,0.0006135161807917264,0.0015568253359502027,0.0008967376237096152,0.0004483103138641334,0.0002319117562521835,0.0002022870214715427,0.00017054668340560724,0.0005167869817045217,0.0010468433183857208,0.00356240155233073,0.002317957003758781,0.0006666545118714475,0.0013005230904191863,0.0008973488439653936,0.00042908214291189137,0.004315111264170102
1303.TW,0.0014816372756152562,0.000563949733188698,0.00017677250058333187,6.533210528440988e-05,0.00025726552993754465,0.0002533182050146057,9.159276904182931e-05,0.0008411158217811856,0.004966727107336761,0.0005022721807134078,0.00012922591655023283,0.00024061094666808945,0.00010167254092836404,0.00020541492410033625,0.001375188857721776,0.016392956171636688,0.016034495633098993,0.0028740870552254986,0.0018754137245662412,0.0005836221348081512,0.003233654468877117,0.002293329597793676,0.0008946734340574765,0.002689953704841465,0.0008726620237220424,0.0014566391682753386,0.002317681077906273,0.0018126438999379684,0.002074795742986741,0.005935344167781967,0.0024376739368301334,0.0020001464962007003,0.0007987766121752167,0.001031381497704738,0.0015918008335371536,0.0016188603498704334,0.0009829898139426367,0.00037232271816303855,0.0005268971304221148,0.0005606111382160762,0.0011714306901135644,0.005264185639392069,0.000455870349600074,0.0075612476583321745,0.0044349244986971485,0.001176758273629078,0.0006783759825403201,0.0027094547476963996,0.0038901757711945913,0.004354461047648806,0.0007676141725401992,0.00040506249613811733,0.0002077475165110441,0.0002105776161639834,0.0013397419293789425,0.00876332484658843,0.003367860135252069,0.000747504137233782,0.004207712139231418,0.003140385123555136,0.001020913896863121,0.007247342446929546
1326.TW,0.0016052925258075877,0.0005896921552962552,0.0004752321708817668,0.00045407902707386835,0.0016940441155631556,0.0013511709129080905,0.0005582517453478743,0.005051641011654353,0.014202158284016032,0.0007486520197066722,0.00030385319257008513,0.0003377714050965083,8.106447665303988e-05,0.0001514679706793125,0.0011966487388507102,0.019209775126793765,0.008731756635330127,0.0011597048723089472,0.00026817823047800657,0.0012923699013872747,0.0023064802031598384,0.0006586563309151864,0.0002084124616168542,0.00470818684345335,0.006814684624672691,0.0014729271011113267,0.00176801912753545,0.001201056978456686,0.0007749680001302558,0.0062156377544966175,0.002990177091099022,0.0004789182846201596,0.0003076928408965012,0.0004874022616886804,0.0007583953081307532,0.0012056687308038066,0.0012588549222621369,0.0001477700931823386,0.0005090019682584972,0.00036102992291856255,0.00010858250079419664,0.00019489610269347952,0.00039850028785084416,0.006936074866302758,0.0017549521454558402,0.00027346492137901856,0.0003702745535021622,0.0015040172201989418,0.0004223958429006222,0.00040817403286331463,0.00031890318774662266,0.0004515873670168015,0.00019693908230589813,0.00014902471230685864,6.86098201001254e-05,0.003184950251705335,0.0023157886764789627,0.0006833163919904753,0.000614317925021622,0.0008651108867880028,0.0002784254988931311,0.005029187046234835
1590.TW,0.005667917721959778,0.015029097201725038,0.008314636096293125,0.001842685593011347,0.003560936785154139,0.02210652333638158,0.016059558994869653,0.0024691801078495896,0.009252517269885,0.0070529783608482,0.0058065297494739486,0.002300177316624751,0.0027131826305168104,0.0049517885723061325,0.007026853768567487,0.042430421022790765,0.021572388325911025,0.005317586683608803,0.007561324019267874,0.005573621056784677,0.008572941694093932,0.009834225018246377,0.009525305317118232,0.002204102713421284,0.0013975600975262017,0.006943294905597135,0.014947288740604952,0.020312682139419166,0.014031005703461998,0.016223797549740973,0.007016999916714616,0.0067566055637030996,0.017257457570039002,0.008696330411865785,0.00892736917164085,0.005375377102184393,0.0063205207895086326,0.00544414155829763,0.0011768854576808478,0.005489241580379845,0.0033494087483455955,0.0062109448998052446,0.006388727863787559,0.00812512801643995,0.006275613902529578,0.004749645688434223,0.006996683277479057,0.014295713087159068,0.0025423810978224015,0.00645714672786694,0.002448905411655417,0.0024542339778439066,0.0024006529652017628,0.020785110481799953,0.0035226247675633144,0.0023098280698587554,0.004101727389301032,0.0031317524338571267,0.0009690345348187234,0.002148185907323195,0.007754450765890523,0.00293035673361581
2002.TW,0.0018178183611748443,0.0004699136669798953,0.0010383913905489277,0.0003074758738575106,0.00013775857801427558,0.001544581197976793,0.0008725576133662863,0.00045211860111685713,0.0002055857353756612,0.00032048986052033156,9.309434985939758e-05,0.00023522870691836616,0.00017183044765028727,0.0001427603117585691,0.00015644609237314296,0.006358508844553167,0.003463634830872469,0.000291910685314502,0.0008549563730628082,0.0016114845975612915,0.0008117064213675326,0.001304654912036862,0.0005074219838112585,0.0020136762051329504,0.0027943418722548162,0.0019486022495007877,0.009864038489085597,0.002026021389764669,0.03173412320046274,0.04555159639737075,0.06507798394282453,0.007202256573857908,0.00974213697289882,0.0031797202465158035,0.016286738300452075,0.007325888589225683,0.0009786451017431935,0.0022864907781928057,0.0018247610051013606,0.004018095602812959,0.002306533968042944,0.007627766281347815,0.0033899599935501806,0.006846987797782127,0.0005821019403814961,0.0014543061859722088,0.0018978533056027082,0.0005547040772991974,0.002093151939572488,0.0040664290591793896,0.0010833628033994035,0.0005995000300006201,0.0005181768631862685,0.0018491159399112419,0.00013053997142344908,0.00018315661512196467,0.002360808600835267,0.005712445261019608,0.0036499264429341103,0.0015188055896719645,0.001218602925894809,0.003008514555495901
2207.TW,0.009389829733230395,0.001535497786622251,0.0026013092978037,0.003596566251457065,0.008509776171820704,0.002539837096396683,0.008848831215271618,0.03923725391842469,0.022231908469451278,0.002371085871499769,0.00568987593338638,0.0026474435386416007,0.0016575906312819566,0.004563523633225768,0.017898384995787085,0.05139178833889082,0.032186039108882555,0.012506536208781996,0.013133630241834846,0.008378134184238334,0.017007319206056377,0.013663741627033064,0.0053504526207807405,0.0030307053078768268,0.014252714107280951,0.0031402938110424326,0.00538463861941089,0.008801639913347656,0.001112301920437365,0.009590205074424426,0.002296231529576821,0.0012329081504190611,0.0036793948522263237,0.0016666511126098345,0.002455425166332476,0.000737640084342749,0.0008178250293088467,0.0005213486015908879,0.0005399221378497076,0.0048131918044714605,0.0008010619490195372,0.0018676916419406056,0.0013695646416740732,0.001276604603085212,0.0010082667840100375,0.001431085004083718,0.002457220916231148,0.0012425986528935911,0.0026974178766571767,0.0026369882293349593,0.001449753006851968,0.0014541670538803326,0.0016508736855271582,0.006655542430144624,0.017871281413087897,0.015079491708251338,0.018828107935568317,0.005449373603088906,0.013338587022865894,0.005205094424204728,0.001038470496750616,0.010373445889458708
2301.TW,0.0026208305632398126,0.0008179690863363027,0.0004776652111312509,0.005628320978537901,0.0005465613519248861,0.0018149368292308516,0.0018841046964842413,0.0007954437234090712,0.0007185504812413095,0.0012252642988594734,0.0017448370459975614,0.0005361990029075663,0.0011343786623601562,0.0018649140909853125,0.008108912350359264,0.014101653632411287,0.002847452960961095,0.0022454860989309868,0.0015347412638443171,0.0037278450443321842,0.0012594003634611032,0.000761436130698483,0.0005982968262758145,0.0005782597668116438,0.00017983067681677105,0.0017231791022150082,0.002627747235055269,0.001212142628759315,0.0006737715350125752,0.007044398510930782,0.001361116740121039,0.0036320200548994805,0.001190557990781818,0.0007391567450200891,0.0011439072893208364,0.001766986217519657,0.00042134234678420086,0.0002132064220935967,0.0006767852240902149,0.0002654659245703727,0.0010819070906081033,0.00547084649144968,0.0019089894417567903,0.0025437859338876038,0.006519189592068231,0.000446155681234794,0.0005461513911952458,0.0008285817219874976,0.002787891601405435,0.0005174967855845273,0.001233059587175493,0.000503998529845518,0.0006395315930236823,0.0012090130517752348,0.004133263254685966,0.007533471343909562,0.022936941553887022,0.10687887741945008,0.025886525374099346,0.0035893507057760555,0.025174314793574737,0.033144590483637305
2303.TW,0.002778079685401186,0.0018032331368497748,0.0006231301545378453,0.0005704251415535658,0.0029465527646039933,0.00713691805275536,0.007394521619049899,0.002970700197499808,0.00235161791305564,0.005160904595238613,0.007953702470052358,0.0006179092920673177,0.0013572418077203421,0.00988198045573319,0.005756195980232702,0.008239140978908167,0.0035725501099908557,0.003195482854506064,0.002581586034935144,0.019857759300460503,0.04464883087969638,0.08314316754044246,0.012854153132454913,0.013044599380233134,0.03314027015988407,0.07758908676460587,0.03511723579209694,0.05037445850566842,0.04772955977111544,0.017404838166058784,0.005644326938013823,0.0037302922979609962,0.009089915037655995,0.0018882016678505981,0.03249235562725708,0.012326458792909924,0.0013941396765820373,0.0010514564573383062,0.013515492724894265,0.006649547287648199,0.007453033002323151,0.0028597284383732368,0.003460825433218218,0.01640520109997326,0.0016860063293033598,0.0012172334859653481,0.003979917375474888,0.010408961441494058,0.0017740873063533421,0.003439045376184325,0.008132897166743095,0.000657540008514304,0.0014690324449849145,0.008147954644757649,0.001371901853313666,0.001876924850757396,0.00207374022500728,0.0008551115287940232,0.0031052156227090225,0.0010347077222744297,0.0008649967470505237,0.0009462987341215196
