,Pearson_RF_MV,Shrink_RF_MV,Rvine_RF_MV,Cvine_RF_MV,Dvine_RF_MV,Pearson_XGB_MV,Shrink_XGB_MV,Rvine_XGB_MV,Cvine_XGB_MV,Dvine_XGB_MV,Pearson_RF_CVaR,Shrink_RF_CVaR,Rvine_RF_CVaR,Cvine_RF_CVaR,Dvine_RF_CVaR,Pearson_XGB_CVaR,Shrink_XGB_CVaR,Rvine_XGB_CVaR,Cvine_XGB_CVaR,Dvine_XGB_CVaR,Non-Norm_Rvine_RF_CVaR,Non-Norm_Cvine_RF_CVaR,Non-Norm_Dvine_RF_CVaR,Non-Norm_Rvine_XGB_CVaR,Non-Norm_Cvine_XGB_CVaR,Non-Norm_Dvine_XGB_CVaR,ML_un_Rvine_RF_CVaR,ML_un_Cvine_RF_CVaR,ML_un_Dvine_RF_CVaR,ML_un_Rvine_XGB_CVaR,ML_un_Cvine_XGB_CVaR,ML_un_Dvine_XGB_CVaR,ML_un_Non-Norm_Rvine_RF_CVaR,ML_un_Non-Norm_Cvine_RF_CVaR,ML_un_Non-Norm_Dvine_RF_CVaR,ML_un_Non-Norm_Rvine_XGB_CVaR,ML_un_Non-Norm_Cvine_XGB_CVaR,ML_un_Non-Norm_Dvine_XGB_CVaR,Market Cap,Equal_Weight,Benchmark
2020-01-16,1.0105775461872415,1.0173037348765246,1.0216099032637391,1.028228748166833,1.023258117636991,1.01927119665967,1.0185951391359225,1.0234982089252218,1.030009809808044,1.0235750308990537,1.024120276049499,1.0122698897817288,1.0185203787538508,1.0280841712722908,1.0233242911401612,1.0285813698279735,1.012923837662753,1.0214214635595966,1.0328047677830678,1.0235768854899407,1.0174356313821389,1.026035559763359,1.0219657766523809,1.0226198036746472,1.028460376156899,1.0183873376768064,1.041597087288018,1.0412130976598806,1.0290913083739803,1.0396898264070287,1.043091248019856,1.026685647793571,1.0434009194013223,1.042428013992267,1.02825458280158,1.0364227551183787,1.0470975774642135,1.033577964705142,1.0180907450735,1.0187233664632014,1.018097812720087
2020-01-17,1.012922873354128,1.0210636326026992,1.0233399904914018,1.0308475579993983,1.0253967330740072,1.0228027010578662,1.0226365780511726,1.0253403406991006,1.0327832799903165,1.0257847523484065,1.0272574891901125,1.0155047199960632,1.0208330132374517,1.0314121647982162,1.0264412447625746,1.0323791988705486,1.0158978935190617,1.0231471992627923,1.0362776976384545,1.0258944931842755,1.019749506142149,1.0298101025540336,1.0249498279457334,1.0243400709457604,1.0326321888122774,1.021296138435568,1.0425160731707952,1.0429720122017156,1.0309558661942615,1.0407099446646142,1.046695022701585,1.0284078984964744,1.0445951267811746,1.044983492180185,1.0299798412020502,1.0377311441516797,1.0497842039760734,1.0354059433546223,1.0220962198235592,1.0224764509418958,1.022029871657656
2020-01-21,1.013469334635817,1.0197800552423764,1.0257065253485154,1.0356536957290494,1.0287652689263975,1.026218003303849,1.0215538384748606,1.028461315556109,1.0382528401479303,1.029464817641004,1.03118549282974,1.0148016014157175,1.0200968507758543,1.0332754513357412,1.0278100632154636,1.039112964596996,1.015396659608078,1.0243016200290744,1.0419103240980652,1.0265786204827767,1.018848751364118,1.0312015892914097,1.026124457497314,1.0255596692803874,1.0363217475763955,1.0215304775809615,1.0547775962534611,1.056677025401461,1.0397956761903808,1.053345565551285,1.0596369113645883,1.0363169571028163,1.0570753496629195,1.0596634790823598,1.0378107177177274,1.0488320047380526,1.0666732711603018,1.0441191017339189,1.0201689962005256,1.0229860792399863,1.0193194712830802
2020-01-22,1.015091513685182,1.0196058110261224,1.0258433794606543,1.039390516269094,1.029303300057661,1.0287267782275569,1.0213456541429518,1.029001732934758,1.042431278366729,1.030049570584386,1.0344334105797452,1.0156145833752188,1.018192640295459,1.0364749487661402,1.0287297063397045,1.042571499468056,1.016168445567193,1.0237227056256455,1.0466626587646588,1.0267201791087204,1.018237091369662,1.0334507798159989,1.0257056583621702,1.0256507620855193,1.0391689643918869,1.0207583292180602,1.0598674672429875,1.0644576056368449,1.0430364808486132,1.0592591108519585,1.0667439954331879,1.0388759699384993,1.062279104421623,1.0687089291368506,1.0413408505698896,1.0536221036458702,1.0764987836564255,1.0468519533023752,1.020899611679141,1.0250811071799837,1.0196141321510528
2020-01-23,1.0176557408515798,1.0211206521136678,1.0307880108887593,1.0407106751889954,1.033777556890178,1.03124762035902,1.0228460805142243,1.0338611150810624,1.0436864900569292,1.0343294227072906,1.03527153374819,1.0174061359156832,1.0233025700250875,1.0363551331443717,1.0298892973038205,1.042714531216663,1.0179653160767832,1.0280205740035202,1.0475444079849447,1.0280350499860211,1.0207369970955096,1.0349772778873307,1.0285523559362175,1.027888942113099,1.0404142444157214,1.0238200621525562,1.06888811474128,1.0689933627855663,1.0483791819466015,1.0656368359337731,1.0718618634410146,1.0432253964176197,1.0714338415402764,1.0728191276105383,1.0463260181085852,1.0599813467109518,1.0808453212267446,1.0531171088626157,1.021023375874789,1.0254672200584567,1.0207774880295897
2020-01-24,1.0121532482697784,1.0133177825764492,1.0241118761121526,1.034765030338972,1.0276806312561095,1.0260024885159251,1.0151238585199265,1.0271011289511718,1.0376535415241923,1.0278992273480476,1.0291217250778353,1.0104551906039971,1.0164640217694094,1.0287470771132148,1.0222552651945636,1.0369808132077711,1.0110928968142658,1.0202044857210213,1.0406931053003374,1.0199800377666557,1.0134648158470156,1.0284270468034624,1.0217451100619508,1.0191556282164922,1.033652115972516,1.01737067622873,1.063293657867151,1.0638346840043855,1.0426649045054568,1.0591027188955493,1.0670440437079054,1.0360467141850718,1.0649967917759198,1.0679823674639213,1.0397281530408429,1.0531641376686263,1.0760124142975305,1.0461891960117307,1.014889732740759,1.0190011174128593,1.011547453663979
2020-01-27,1.0042939138087534,1.0039133104599942,1.0090074382592062,1.0206979630702506,1.0126363357183468,1.0186308084015063,1.005529325403746,1.0120988097459898,1.0236764797739013,1.01289043290537,1.0205719143795664,1.0026873935371514,1.002108222550545,1.0148373985825865,1.0073424766627268,1.029090960740653,1.0030483124447411,1.0050126031317088,1.0264785790769388,1.0054745171968127,0.998098531358544,1.0143361413876877,1.0076270917836485,1.003647223022192,1.0197095415824802,1.0027487054855142,1.04879379334401,1.0493262784344797,1.026443771636198,1.0443646499070807,1.0523994745985539,1.0197354774992389,1.0509088109985776,1.053126980782097,1.0244830026575693,1.0385893236916035,1.0620575154587855,1.0298871505501168,0.9982767624459726,1.0019345041062484,0.9956350923408108
2020-01-28,1.0108890859000148,1.0137726459278655,1.0200415063210693,1.0315170516792518,1.0233348973595486,1.0257420382394224,1.015623691723459,1.0232718473161857,1.034639696810493,1.0236218924831326,1.0279244890381165,1.010869404389723,1.0130957129469156,1.0258478967326752,1.0195645799796826,1.0358114729091676,1.011003624322321,1.0168119330000425,1.0380575875047926,1.0162281910995274,1.010197331425078,1.0251437781367825,1.0198139200930014,1.015319014019532,1.0309549650756549,1.0140281287624962,1.0599322466781995,1.0601639432017855,1.0382611368209207,1.0553231649429218,1.063528711672286,1.030376754101452,1.0626012066479842,1.0647248535583371,1.0350562325095949,1.0500848045296376,1.0741403524782038,1.0403528991706044,1.0098019647833596,1.0126619032495394,1.0056447939674558
2020-01-29,1.0132265095375013,1.0192636548342773,1.0219519108816162,1.0359236218627008,1.0253497174717188,1.0285663196980228,1.021191365414193,1.0255563519991755,1.0394504377719531,1.0257656741870034,1.0317080593834835,1.013966331024202,1.0162312950431511,1.0328581710268063,1.0252516509762435,1.0384464951912378,1.0140109331649925,1.0199186695136762,1.0451571241027104,1.0208327226072764,1.0138060553905928,1.0301253534535388,1.024735799403372,1.0192924727773591,1.0362516793093337,1.0173490781010628,1.0623930083627071,1.0630110850386971,1.0396344025935063,1.0575310269561706,1.0666718557112034,1.0310212821125473,1.0635739401016224,1.066826475226625,1.0363736566133352,1.0506513649144984,1.077841813511292,1.0426282043737027,1.0119127297995376,1.01116319345376,1.0047730264503842
2020-01-30,1.018497252175929,1.0225193490251252,1.029034158264314,1.0419448478026327,1.0349660990495628,1.0355894090158495,1.0242803768772608,1.0334812336273973,1.046241134526222,1.03551625557918,1.0408070475102282,1.017504900569352,1.0199543166969691,1.0350944899122692,1.0319858006039555,1.046246843784509,1.0167999317816232,1.026735508302783,1.053521023585001,1.0279896911890647,1.018469294017626,1.033706614456298,1.0330676072348963,1.024502067347386,1.0419596710742156,1.024712824480292,1.0828532850750563,1.084887926716816,1.0515692003746766,1.077390346249889,1.08792048179097,1.042285433255543,1.0842564630300378,1.0899348090306302,1.0494490323790842,1.0677107546718534,1.1026577106416693,1.0569601694784774,1.0139629669644843,1.014363577035677,1.0079223456204118
2020-01-31,1.0034239716767714,1.0048274764931615,1.0106781890470735,1.0243893640770536,1.0188447043784077,1.021892893341759,1.0065366601694046,1.0153878685555535,1.0289790896613045,1.019543108869072,1.02686026536911,1.000494328455122,1.000889218377412,1.0165848722682236,1.014513463505214,1.0339337516052116,0.9999647524833164,1.0078728628597695,1.0367374014517858,1.010144396115068,0.9990302273854376,1.015875079666499,1.0161656512774997,1.0051219487884686,1.0252100242465516,1.0076525466663788,1.0709131304033097,1.0712619470189957,1.0380507572775868,1.0646020902656796,1.0764182598032797,1.0289371869319854,1.0716775599255497,1.0780378341277006,1.0350149248277798,1.0537582083490271,1.092057036371142,1.0433398013642388,0.9907390978701032,0.9945926253274592,0.9900762536163776
2020-02-03,1.0034239716767714,1.0048274764931615,1.0106781890470735,1.0243893640770536,1.0188447043784077,1.021892893341759,1.0065366601694046,1.0153878685555535,1.0289790896613045,1.019543108869072,1.02686026536911,1.000494328455122,1.000889218377412,1.0165848722682236,1.014513463505214,1.0339337516052116,0.9999647524833164,1.0078728628597695,1.0367374014517858,1.010144396115068,0.9990302273854376,1.015875079666499,1.0161656512774997,1.0051219487884686,1.0252100242465516,1.0076525466663788,1.0709131304033097,1.0712619470189957,1.0380507572775868,1.0646020902656796,1.0764182598032797,1.0289371869319854,1.0716775599255497,1.0780378341277006,1.0350149248277798,1.0537582083490271,1.092057036371142,1.0433398013642388,0.9907390978701032,0.9945926253274592,0.9972588745603506
2020-02-04,1.016074382015694,1.0196692509366656,1.0321901428759177,1.0457598459905826,1.0527529049370774,1.034050703915127,1.0211101832246487,1.0370318222314214,1.0506003510086266,1.0533427489414686,1.0526799825993505,1.0114322532817974,1.0218736891529174,1.037918358977375,1.049046834379175,1.0583011840663257,1.0097010336117644,1.0283595526798928,1.0592575994981015,1.0452486197394386,1.022409373281718,1.037555531875196,1.0503975910475023,1.0274144020477531,1.044962022143632,1.041514653210304,1.111563898241733,1.1107754173807114,1.0775445793998486,1.1006152121912258,1.1092104039743056,1.0721866780321774,1.1124085482268655,1.1144649757331715,1.0795074149274788,1.0891033065994047,1.1278037170411561,1.0836812153693358,1.0093615772711844,1.0125294402060885,1.012198225530071
2020-02-05,1.0178312271235084,1.027231376441569,1.0297498321522576,1.0413650886250831,1.0272968647139509,1.0372834919881184,1.0286973640158783,1.0344836780290076,1.0458877754077782,1.027992583423044,1.0329843605935116,1.0198930071861771,1.0210826229815826,1.0323414064911405,1.0216550871764891,1.0391755345620044,1.0188580403009524,1.0270432616152616,1.0517787109092755,1.0169692869768805,1.0171107079211563,1.0334837912269397,1.0245732093571305,1.0239556965407717,1.0423385597254662,1.0157982616294756,1.0735104807978806,1.072639721815777,1.0348929678730336,1.0710571942002505,1.081281778922435,1.0227709765147766,1.0748178398094794,1.0790995392468636,1.028999437207275,1.0606882053752358,1.0979070609245676,1.0405893477541164,1.019248678541083,1.0198563061366974,1.0235860587340344
2020-02-06,1.0195328274809583,1.0310978438173226,1.0303027069304036,1.0431331143031577,1.0355366038288385,1.0384628313790043,1.0321767696573902,1.0350263357602394,1.0476551286525562,1.036312710742946,1.0357605013759443,1.0207222841205543,1.0226924697637587,1.0343841136505638,1.0302398277383795,1.04201257587183,1.019829544162693,1.028429698620095,1.0535761134294466,1.0250305234449744,1.0187553762810753,1.03565568162928,1.032718816177956,1.0261228326946668,1.0439115564385837,1.0239736895242206,1.076323126266285,1.0758975381943117,1.042625430538631,1.073617352633443,1.0834685108847746,1.0314456411416308,1.0775521519262232,1.0821571518363076,1.0376398918893106,1.062774371117711,1.1009036715036444,1.0484674724028784,1.0231081152762085,1.022915993702342,1.0269901711266225
2020-02-07,1.0148495932352988,1.026823739047199,1.024484833986445,1.0394620576222606,1.0325354135773943,1.0346248447320423,1.0285333012405868,1.0293917972799511,1.044519790462927,1.0331751097973814,1.0301429842979606,1.0167589018187535,1.0172084103747674,1.0299069152893454,1.0267936449608517,1.040081436094885,1.0157505429048166,1.0230222379750649,1.0502200444918974,1.0228781529548427,1.014388454907699,1.031907675205507,1.0308813332269489,1.0221431199768631,1.0400205116151455,1.0201411762924706,1.07192092343358,1.0739201456236644,1.039345937367456,1.068008878452364,1.0818246096007302,1.0285708158605964,1.0737076081453831,1.0801347343825112,1.034685812193433,1.0566173154698915,1.0985861805177122,1.0452949723289695,1.0181634749054227,1.0173790762813597,1.021443547489035
2020-02-10,1.0182967448873028,1.0334902442326697,1.0304732317124508,1.0459807104185108,1.0462121790449732,1.0384945333548563,1.0350485523260864,1.0352862092550923,1.0510747345131015,1.0467821363775358,1.038617198901059,1.019700268587128,1.0241816235158487,1.036921094370051,1.0405277405036342,1.0497050733833906,1.0188146914744869,1.0301863112066578,1.0571424540350884,1.0368483943638644,1.0211435664038695,1.038762019673773,1.0447451210531329,1.028409390200847,1.0466805585329355,1.033087104354381,1.0808707624575622,1.0849641527236766,1.0531831331841852,1.0758006273761014,1.0914979914111458,1.0431002621656058,1.0823062939933843,1.0897152586212115,1.0500369833387575,1.0640218871337204,1.1092514997537712,1.0593675633782398,1.0271996003525972,1.0264543133218968,1.0289270492531786
2020-02-11,1.0230620458197257,1.0297802666761502,1.0341155392140164,1.0459221692674936,1.04550187949837,1.0426881557007546,1.031525507972067,1.0387281173178624,1.0509109774472645,1.0460973518556604,1.0418382864347624,1.0224107928260104,1.0258646934950586,1.0367681044768018,1.04010916390156,1.052402106605305,1.0214542735463248,1.03198652193501,1.0577117445599322,1.0374174253614556,1.0241968343785883,1.0390397010663444,1.044385063510201,1.0277444320475966,1.0466257093013094,1.0330170392414053,1.092049587447229,1.0897322340174436,1.0608992832900133,1.0892940426486826,1.0962749778599261,1.0505831492712812,1.0945844331330992,1.0968926280487472,1.059087405407207,1.074664759025918,1.1143891589389752,1.0674221880672854,1.026825805841733,1.0338647874637954,1.030664364335124
2020-02-12,1.0258538000934754,1.0341698771714884,1.0433923943156211,1.052921076614992,1.050602992533197,1.0455733295807634,1.0360921454409469,1.048098331877641,1.0581077282507774,1.0514183977644425,1.042327078697843,1.0270576171514711,1.0347619036912323,1.0442325744961414,1.0444850726891228,1.053717369416895,1.025928836567883,1.0409653527622484,1.064930499310366,1.04335611713068,1.0335510864896986,1.0464025519351654,1.0495712397757204,1.036679318264518,1.0540405129976005,1.038178873871312,1.0984015049865608,1.093796479084751,1.066387468453498,1.096356753061792,1.1005312104362468,1.0547924286193875,1.1005216689499735,1.100853234620418,1.0631636660682189,1.081927023258299,1.1194892054990806,1.0729740891347084,1.0340347928343594,1.0410614335882102,1.03732518374713
2020-02-13,1.025189778408204,1.0333385613835484,1.0458585793370712,1.0566782149018332,1.0574843385403114,1.0453668780087255,1.0356934384279015,1.0508416518044037,1.0620255926815074,1.058398074156366,1.0468065013405925,1.0264660097735394,1.0365558401901396,1.048011430887141,1.0519909978129298,1.0592667868352523,1.0244924031416462,1.0431186240487471,1.0695666410235345,1.0508544026775417,1.0370140794004945,1.0493954001191452,1.0561836290306923,1.0406350451809332,1.0575037559453615,1.0456461651849842,1.1097840024079697,1.1047303601473146,1.0776019669147734,1.1062619811421341,1.1086670562557543,1.0679138546319686,1.111141180847356,1.1113549173334067,1.0757489879490698,1.0905425256665005,1.1280390844354629,1.084182940324936,1.031504583747218,1.0393632576147052,1.035633881323612
2020-02-14,1.0258542307708614,1.0358938018058892,1.0455875417769434,1.057737374315972,1.0608454193781467,1.0463557253996172,1.0383228546033811,1.0507031284397572,1.0630217837137197,1.061735994150454,1.049546185468482,1.0270879460154874,1.03677472924429,1.0492540767482328,1.0554703315820797,1.0619073263646337,1.02500121090979,1.0439418489229826,1.070604613215763,1.0536303020458582,1.0375551611791565,1.0500224796439048,1.05914698977086,1.0414327644345829,1.058766777246515,1.0485681301432352,1.1095202637742472,1.1043985784061343,1.0787589760281624,1.1062130401424595,1.1085122583708704,1.0692408095791004,1.1109520729559494,1.1119610569895233,1.076308279293504,1.0897303212748528,1.1278980828317318,1.0852441429487416,1.0340987648248152,1.041729695626281,1.037543106891602
2020-02-18,1.0292916681627176,1.0384575148251662,1.0539264624147078,1.0667646361812666,1.0795992926432982,1.049457299988416,1.041133356313526,1.0592879717618997,1.0723296624039058,1.080385098925572,1.0631277746406211,1.027784588485157,1.044849028123927,1.0582116192502922,1.0742706872466348,1.0748185850020409,1.0242088616362015,1.0515261513184215,1.081231397183193,1.0737511936352475,1.0481319008254977,1.058962898824203,1.0779812307411143,1.051191802900688,1.066824799564084,1.066235474442555,1.133271712546981,1.1258403204352987,1.101687951867591,1.1257157261336403,1.1261869563560125,1.0948191937150624,1.1349850558274952,1.1335662764495833,1.101036787848095,1.108790491522277,1.1468703486780591,1.1086270778209868,1.0320870752286282,1.0411423658825236,1.0345135405361778
2020-02-19,1.0299232397983265,1.0394667056804414,1.0594424244505982,1.0726893779932336,1.0940752638571565,1.0497529876554554,1.0418532885583958,1.0648600086863669,1.0782988123891517,1.0947279690817966,1.0748608658388668,1.02717012643966,1.0505488654555966,1.0649477882441765,1.0893986909128794,1.0838290512451412,1.0233539726871947,1.0565737399476345,1.0888303716828296,1.0888397159364676,1.054841570664959,1.064605086456421,1.0925683262531063,1.056324065616672,1.072660863537514,1.0812334448845533,1.151600957030898,1.1426611890301972,1.1225910562077075,1.1414550554540048,1.1397615012982387,1.11738303447526,1.152105775933548,1.1494631749412656,1.1247805991466064,1.122615378662742,1.1607148860760266,1.1300554970257475,1.0378998458076232,1.0494456713752285,1.0393817397491063
2020-02-20,1.0288097464972692,1.0348061486651683,1.0553221817421317,1.0691417920285151,1.0848113606137106,1.048886030512958,1.0375178611838438,1.0606883378600866,1.0746580584552543,1.085323261238998,1.0725574517341727,1.0254437927014446,1.0458389210458954,1.060377890120379,1.0804239859576965,1.0821678486025714,1.0220195792850535,1.0526439102040674,1.084521047711471,1.0793742107884934,1.0490370688041462,1.0605697023405898,1.0833860950419774,1.0515586537458712,1.068985662237819,1.0718707211645937,1.1435017010813229,1.1364947847278155,1.1139523151067183,1.1340304200795788,1.134976232865121,1.1082489116830292,1.1435155491478717,1.143342441670693,1.1156370661434467,1.1152905940153748,1.1551043890694244,1.121423914213801,1.0311960446069504,1.042801261807911,1.0354159581791398
2020-02-21,1.032095257361909,1.0299853451113994,1.0499411138026122,1.0632691959719214,1.0764790307416634,1.0524100479011749,1.0332691187686172,1.05533916027756,1.0689817340892993,1.076805807927489,1.0719913610516227,1.027511893063206,1.0386412140743275,1.054209960311452,1.0718582512568215,1.083506268434243,1.0238071642812765,1.0456032737248608,1.0793377604440144,1.0719295584678838,1.0420124477596526,1.054503074889508,1.0752593033883893,1.0445475574154168,1.0625470189824784,1.0634069798161043,1.1420528884732897,1.1364976874143,1.1098218853466117,1.1303050289900092,1.134544947094502,1.104697766786421,1.1427091029001812,1.1432165729063326,1.1126622578307872,1.1127774434745947,1.1544278691344538,1.1170698968601824,1.0183980186578494,1.031106990077148,1.0245253464550843
