,Pearson_RF_MV,Shrink_RF_MV,Rvine_RF_MV,Cvine_RF_MV,Dvine_RF_MV,Pearson_XGB_MV,Shrink_XGB_MV,Rvine_XGB_MV,Cvine_XGB_MV,Dvine_XGB_MV,Pearson_RF_CVaR,Shrink_RF_CVaR,Rvine_RF_CVaR,Cvine_RF_CVaR,Dvine_RF_CVaR,Pearson_XGB_CVaR,Shrink_XGB_CVaR,Rvine_XGB_CVaR,Cvine_XGB_CVaR,Dvine_XGB_CVaR,Non-Norm_Rvine_RF_CVaR,Non-Norm_Cvine_RF_CVaR,Non-Norm_Dvine_RF_CVaR,Non-Norm_Rvine_XGB_CVaR,Non-Norm_Cvine_XGB_CVaR,Non-Norm_Dvine_XGB_CVaR,ML_un_Rvine_RF_CVaR,ML_un_Cvine_RF_CVaR,ML_un_Dvine_RF_CVaR,ML_un_Rvine_XGB_CVaR,ML_un_Cvine_XGB_CVaR,ML_un_Dvine_XGB_CVaR,ML_un_Non-Norm_Rvine_RF_CVaR,ML_un_Non-Norm_Cvine_RF_CVaR,ML_un_Non-Norm_Dvine_RF_CVaR,ML_un_Non-Norm_Rvine_XGB_CVaR,ML_un_Non-Norm_Cvine_XGB_CVaR,ML_un_Non-Norm_Dvine_XGB_CVaR,maxSharpe,minCVaR,Market Cap,Equal_Weight,^TWII
2020-01-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03,1.0040346650654677,1.0027242998206114,0.9965885695745749,0.99420624287038,0.9972140392672858,1.0030472700806807,1.00269433716148,0.9965276553880139,0.9941461054742664,0.9971358808335757,1.0040764223147507,1.00147488400832,1.0014748840083216,1.0014748840083185,1.0014748840083203,0.9999760329195275,1.001474884008318,1.0014748840083099,1.001474884008313,1.0014748840083187,1.0014748840083185,1.0014748840083165,1.0014748840083187,1.0014748840083185,1.0014748840083187,1.0014748840083192,0.99351567140292,0.99203220690961,0.9978846264431801,0.9927771425580579,0.9902573963431626,0.9961069163207069,0.9943854293044615,0.9923243756214196,0.9953609297375898,0.9933873801570212,0.989353924053375,0.9967191634417462,0.9998918150623988,1.0027518409257545,1.0032536695207885,1.0003078827683882,1.0008222168347525
2020-01-06,0.9963241333299336,0.9928316370468335,0.9878149254975515,0.9861848730256862,0.9866210530058322,0.994715352412536,0.9927511293667989,0.9877656354403537,0.9861413671881797,0.9865601470840997,0.9965479327595158,0.9793508337494709,0.9793508337494413,0.9793508337494693,0.979350833749451,0.9893883752275658,0.9793508337494634,0.97935083374944,0.9793508337494699,0.9793508337494669,0.9793508337494692,0.9793508337494689,0.9793508337494689,0.9793508337494705,0.9793508337494685,0.9793508337494642,0.9866481501865454,0.9851224023009795,0.9887607112385137,0.9856097804547744,0.9834269273417554,0.986782998280174,0.9875973699152343,0.9857875419371259,0.986582649668024,0.9863491400612338,0.9825484225228436,0.9867785756904646,0.9912784081320516,0.9942766959412384,0.9883094786976319,0.9895725520527273,0.9878417954090795
2020-01-07,0.9896924116847902,0.9889055443433628,0.9761276578088077,0.9712351925476506,0.9716227845513609,0.9878905163754667,0.9888058344236098,0.976060214283349,0.9711793361994762,0.9715539293772145,0.9876936437027287,0.9719767100081546,0.9719767100081202,0.9719767100081516,0.9719767100081316,0.9798060687165587,0.9719767100081452,0.9719767100080879,0.9719767100081439,0.9719767100081493,0.9719767100081519,0.971976710008149,0.9719767100081522,0.971976710008154,0.9719767100081518,0.9719767100081467,0.9726076236572013,0.9688152868451032,0.9700641880270398,0.9720212613953128,0.9662945395496789,0.9707662826963225,0.9736376124373896,0.9697521926510674,0.9692893571603769,0.9726658187710077,0.9656741443150886,0.9677304076234561,0.9866615542612722,0.9901905817723027,0.9816364618442308,0.9835574251904557,0.9818056682279209
2020-01-08,0.9833734280901749,0.9848363926284374,0.9734729191327699,0.9687707321260193,0.9687718412037802,0.9820993434649464,0.984748404932818,0.973376734763863,0.9686775716885019,0.9686594687871976,0.9804118217983162,0.9719767100081591,0.9719767100081426,0.9719767100081538,0.9719767100081468,0.9721505176178116,0.9719767100081493,0.9719767100081264,0.97197671000815,0.9719767100081526,0.9719767100081542,0.9719767100081514,0.9719767100081536,0.9719767100081541,0.9719767100081533,0.9719767100081518,0.9696652285814763,0.9655812127941785,0.9630683359676514,0.9683629634411403,0.9623640837192018,0.9651686972240044,0.9708223161687755,0.9667324520051344,0.964871128016987,0.9683357482356548,0.9615232971409182,0.9610348760748844,0.9830692665214659,0.985724669997979,0.9767340146083242,0.9757698281150478,0.9765810241909945
2020-01-09,0.9904548464834964,0.9917034911897115,0.9961469407052769,0.9922481491619624,0.9893093407874511,0.9902496094031792,0.9916852734583423,0.9960291007048918,0.992136964136817,0.9891916939368159,0.9890892415183349,0.9955751504415281,0.9955751504415409,0.995575150441529,0.9955751504415368,0.9844704387325364,0.9955751504415287,0.9955751504415263,0.9955751504415339,0.9955751504415287,0.9955751504415296,0.9955751504415273,0.9955751504415278,0.995575150441527,0.9955751504415279,0.9955751504415302,0.9938432572213232,0.9899519996520206,0.9850580756779058,0.9917844775157365,0.9865935571266863,0.9858166086856944,0.9960216337441224,0.9918492101567867,0.9866622159079842,0.992029612959615,0.9871463998323856,0.9819718268629646,0.9925824514393768,0.9912997853405385,0.9913588205114976,0.9906050354954176,0.9892689727260959
2020-01-10,0.9919743760946631,0.9943316149443671,1.0009092363969292,0.9981898928008242,0.9948549886622065,0.9929397866819278,0.9943488703068089,1.0008268138308247,0.9981135926872707,0.994787969102382,0.9907849493897913,1.0014748840083165,1.0014748840083287,1.0014748840083199,1.0014748840083263,0.988623716541475,1.0014748840083205,1.0014748840082965,1.0014748840083234,1.0014748840083196,1.0014748840083203,1.001474884008318,1.0014748840083192,1.0014748840083185,1.0014748840083192,1.001474884008321,0.9993868455368489,0.9962006458077491,0.9910439647130619,0.9978773344873826,0.9933614161328423,0.9930166651200347,1.002042298740262,0.9979993855481939,0.9923082110172561,0.9989781842547056,0.9947705926144206,0.9881558209792869,0.9956961263376741,0.9937536138282045,0.99682757335307,0.9976683469075868,0.9937333002337524
2020-01-13,0.9995157896812363,1.000873270848281,1.0080727746400964,1.0082782066973028,1.0049719269546593,1.0011873166702452,1.0009219757268162,1.0080634820924852,1.008279951054986,1.0050026797860545,0.9986096249804752,1.0073746175751055,1.0073746175751133,1.0073746175751108,1.0073746175751128,0.9977529908892893,1.0073746175751108,1.0073746175750775,1.0073746175751146,1.0073746175751102,1.007374617575111,1.0073746175751095,1.0073746175751104,1.0073746175751102,1.0073746175751104,1.007374617575111,1.0085503132005673,1.0075742973797361,1.0016349987815671,1.0080081401656413,1.0062022191218936,1.0040918147720113,1.0115711042907014,1.0085985157866004,1.0056441370345703,1.009620007154094,1.0085952283512598,0.9994753131286305,1.0075159608697597,1.0014440124255812,1.0025880131597882,1.00603380120222,1.0010693338300423
2020-01-14,1.001655336185558,1.0022488111248864,1.0151442890497728,1.0153810527078766,1.0132437159740466,1.0035258737110009,1.002330380444746,1.0151367975574568,1.015383433911258,1.0132802852359708,1.0023004398294881,1.0206491662505222,1.020649166250554,1.0206491662505308,1.0206491662505464,1.0031170513512704,1.020649166250535,1.020649166250506,1.0206491662505341,1.020649166250532,1.0206491662505315,1.020649166250529,1.0206491662505308,1.0206491662505295,1.020649166250531,1.020649166250535,1.0153741196039852,1.014448342973945,1.0123778675851935,1.0144434644916978,1.013515992842227,1.0132669875160134,1.018290620563901,1.0154797810117158,1.0140863157100457,1.0173019554395357,1.0162825605718524,1.010296712507603,1.0099474381002058,1.0021027245492078,1.0095984039342425,1.0116202359772335,1.0065558637747791
2020-01-15,0.9988567655911934,0.9988457183486092,1.0110192112492613,1.0097005272961304,1.0066619007136879,1.0005759951626305,0.9988831654859008,1.0110055858813278,1.0097092660393205,1.0067139326204373,0.9990109398347561,1.0029497680166277,1.0029497680166246,1.0029497680166364,1.0029497680166293,0.9995078110718421,1.0029497680166348,1.0029497680165915,1.0029497680166417,1.002949768016635,1.0029497680166368,1.0029497680166362,1.0029497680166364,1.002949768016637,1.0029497680166362,1.0029497680166344,1.011940607328071,1.0097671202679894,1.0072421905592737,1.0111957732837673,1.0090360267320602,1.0080689903651454,1.0145847328320683,1.0109824325676664,1.0090929235937505,1.0141157652738944,1.0121587493473814,1.004902057498906,1.0073458869944887,1.000105106356494,0.9997058284428235,1.00698059507785,0.9992892359968919
2020-01-16,1.0022902563567329,0.9990374443535729,1.0110136294975653,1.0147090419761455,1.0094169005679363,1.0070241161079638,0.9991061478289542,1.0111070257435497,1.014829898834574,1.009575086771509,1.003602464935401,0.9867255500913276,0.986725550091278,0.9867255500913364,0.9867255500912989,1.0093388788862088,0.9867255500913279,0.9867255500912621,0.986725550091348,0.9867255500913313,0.986725550091336,0.9867255500913389,0.9867255500913358,0.9867255500913394,0.9867255500913351,0.986725550091326,1.0156387729837535,1.017730416927632,1.0140886442852592,1.0183721517487085,1.0196086887307554,1.015567833133425,1.0193487312559908,1.018285268333653,1.0164086037974722,1.0192290128557706,1.0241797818903657,1.0112516637602011,1.0139529039084352,1.0035774698471298,0.9942031680102664,1.0083642482835953,0.9972273182592504
